Gender,Married,Dependents,Education,Self_Employed,Loan_Amount,Credit_History,Property_Area,Loan_Status,TotalIncome,Debt_to_Income_Ratio,Family_Size,Balance_Income,Credit_Risk_Category
Male,No,2,Graduate,No,162.0,1,Rural,Y,10180.0,15.913555992141454,3,810.8333333333334,Low Risk
Male,Yes,2,Graduate,Yes,150.0,1,Rural,Y,12555.375,11.947074460141573,4,1011.5590277777778,Low Risk
Male,Yes,2,Graduate,No,230.0,1,Semiurban,Y,8450.0,27.218934911242606,4,640.2777777777777,Medium Risk
Male,Yes,2,Graduate,No,132.0,0,Semiurban,N,4745.0,27.81875658587987,4,364.86111111111114,High Risk
Male,Yes,1,Graduate,Yes,86.0,1,Semiurban,Y,12555.375,6.849656023814502,3,1026.3738425925926,Low Risk
Male,Yes,2,Graduate,No,128.0,1,Urban,N,4550.0,28.13186813186813,4,349.53703703703707,Medium Risk
Female,No,0,Not Graduate,No,154.0,1,Rural,Y,4350.0,35.40229885057472,1,326.85185185185185,Medium Risk
Male,Yes,3,Not Graduate,No,113.0,1,Rural,Y,3095.0,36.51050080775444,5,231.7592592592593,Medium Risk
Male,Yes,0,Graduate,No,128.0,1,Semiurban,Y,5233.0,24.460156697878848,2,406.4537037037037,Medium Risk
Male,Yes,0,Graduate,No,234.0,1,Semiurban,Y,10833.0,21.60066463583495,2,848.5833333333334,Low Risk
Male,Yes,2,Graduate,No,246.0,1,Semiurban,Y,8333.0,29.52118084723389,4,637.4722222222222,Medium Risk
Male,Yes,1,Not Graduate,No,131.0,1,Rural,Y,4394.0,29.813381884387802,3,335.8425925925926,Medium Risk
Male,No,2,Graduate,No,80.0,0,Rural,N,3547.0,22.55427121511136,3,277.0648148148148,High Risk
Male,Yes,1,Graduate,No,261.5,1,Urban,N,12555.375,20.827733142180143,3,985.7488425925926,Low Risk
Male,Yes,2,Graduate,Yes,160.0,1,Semiurban,Y,6666.0,24.002400240024002,4,518.4629629629629,Medium Risk
Male,No,0,Graduate,No,75.0,1,Urban,N,2435.0,30.80082135523614,1,185.55555555555554,Medium Risk
Male,No,0,Not Graduate,No,96.0,1,Semiurban,Y,5484.0,17.505470459518598,1,434.77777777777777,Low Risk
Male,Yes,1,Not Graduate,No,186.0,1,Urban,Y,6464.0,28.774752475247524,3,495.6111111111111,Medium Risk
Male,No,0,Not Graduate,No,110.0,1,Rural,Y,3691.0,29.80222162015714,1,282.1203703703703,Medium Risk
Female,No,0,Not Graduate,Yes,225.0,1,Semiurban,Y,12555.375,17.92061169021236,1,994.1979166666666,Low Risk
Male,Yes,0,Graduate,No,119.0,0,Rural,N,5754.0,20.681265206812654,2,451.9537037037037,High Risk
Female,Yes,1,Graduate,No,105.0,1,Semiurban,Y,4239.0,24.769992922859167,3,249.08333333333331,Medium Risk
Male,Yes,0,Not Graduate,No,107.0,1,Rural,Y,4300.0,24.88372093023256,2,333.5648148148148,Medium Risk
Male,Yes,0,Graduate,No,111.0,1,Urban,Y,7482.0,14.835605453087409,2,-147.33333333333337,Low Risk
Male,Yes,1,Graduate,Yes,95.0,1,Semiurban,Y,2895.0,32.81519861830743,3,219.25925925925927,Medium Risk
Male,No,0,Graduate,No,209.0,0,Rural,N,10699.0,19.534535937938124,1,843.2037037037037,High Risk
Female,No,0,Graduate,No,113.0,1,Rural,Y,4328.0,26.1090573012939,1,341.04861111111114,Medium Risk
Female,No,0,Graduate,No,100.0,1,Semiurban,Y,3159.0,31.65558721114277,1,240.10185185185185,Medium Risk
Male,Yes,2,Graduate,No,208.0,1,Semiurban,Y,10489.0,19.830298407855846,4,825.9351851851852,Low Risk
Male,Yes,1,Not Graduate,No,138.0,1,Rural,N,9352.0,14.756201881950384,3,747.3888888888889,Low Risk
Male,Yes,0,Not Graduate,No,124.0,1,Semiurban,Y,5297.0,23.409477062488204,2,406.97222222222223,Low Risk
Male,Yes,2,Graduate,No,243.0,1,Rural,Y,7926.0,30.658591975775927,4,604.25,Medium Risk
Male,Yes,0,Graduate,No,261.5,1,Urban,Y,12555.375,20.827733142180143,2,985.7488425925926,Low Risk
Male,No,0,Graduate,No,96.0,1,Urban,N,3583.0,26.793190064192018,1,276.3611111111111,Medium Risk
Male,Yes,0,Graduate,Yes,188.0,1,Urban,Y,5492.0,34.23160961398398,2,414.14814814814815,Medium Risk
Female,No,1,Graduate,No,40.0,1,Urban,Y,12555.375,3.1858865227044193,2,1037.0219907407406,Low Risk
Male,No,0,Not Graduate,No,100.0,1,Rural,N,4885.0,20.470829068577277,1,383.93518518518516,Low Risk
Male,Yes,1,Graduate,No,250.0,1,Semiurban,Y,8069.0,30.98277357789069,3,614.5462962962963,Medium Risk
Male,Yes,2,Graduate,No,148.0,1,Urban,Y,5318.0,27.83001128243701,4,408.90740740740745,Medium Risk
Male,Yes,0,Graduate,No,70.0,1,Semiurban,N,8796.0,7.958162801273307,2,700.5925925925926,Low Risk
Male,No,0,Graduate,No,261.5,1,Rural,N,9481.0,27.58147874696762,1,729.550925925926,Medium Risk
Male,Yes,3,Graduate,No,150.0,1,Rural,Y,6894.0,21.75805047867711,5,539.7777777777778,Low Risk
Female,Yes,2,Graduate,No,113.0,1,Semiurban,Y,3663.0,30.84903084903085,4,285.63194444444446,Medium Risk
Male,Yes,0,Not Graduate,No,123.0,0,Semiurban,N,4874.0,25.235945835043086,2,377.69444444444446,High Risk
Male,No,0,Graduate,No,185.0,1,Semiurban,N,6598.0,28.03879963625341,1,507.0092592592593,Medium Risk
Female,No,0,Not Graduate,No,95.0,1,Rural,N,3400.0,27.941176470588236,1,261.34259259259255,Medium Risk
Male,Yes,2,Not Graduate,No,45.0,1,Semiurban,Y,3934.0,11.438739196746313,4,317.41666666666663,Low Risk
Male,No,0,Graduate,No,55.0,1,Semiurban,Y,2500.0,22.0,1,195.60185185185185,Low Risk
Male,Yes,3,Graduate,Yes,100.0,1,Rural,Y,7101.0,14.08252358822701,5,568.6018518518518,Low Risk
Male,Yes,2,Graduate,Yes,261.5,1,Rural,Y,12555.375,20.827733142180143,4,985.7488425925926,Low Risk
Male,No,0,Graduate,No,128.0,1,Semiurban,N,6767.0,18.91532436825772,1,534.287037037037,Low Risk
Male,Yes,2,Graduate,Yes,261.5,1,Rural,Y,12555.375,20.827733142180143,4,985.7488425925926,Low Risk
Male,Yes,0,Graduate,No,110.0,1,Semiurban,Y,3775.0,29.13907284768212,2,289.1203703703703,Medium Risk
Male,Yes,1,Not Graduate,No,161.0,0,Semiurban,Y,6715.0,23.976172747580044,3,522.3148148148149,High Risk
Male,No,1,Not Graduate,No,94.0,1,Semiurban,Y,3981.0,23.61215774930922,2,309.99074074074076,Low Risk
Male,No,0,Not Graduate,No,130.0,1,Semiurban,Y,6783.0,19.165560961226596,1,535.1574074074074,Low Risk
Male,Yes,0,Graduate,No,216.0,1,Rural,Y,6525.0,33.103448275862064,2,493.75,Medium Risk
Male,Yes,3,Graduate,No,100.0,1,Urban,Y,4281.0,23.3590282644242,5,333.60185185185185,Low Risk
Male,No,2,Graduate,No,110.0,0,Rural,N,3588.0,30.657748049052397,3,273.537037037037,High Risk
Male,No,1,Graduate,No,196.0,1,Semiurban,N,11250.0,17.42222222222222,2,892.1296296296297,Low Risk
Female,No,0,Not Graduate,Yes,125.0,1,Urban,Y,12555.375,9.955895383451312,1,1017.3460648148148,Low Risk
Male,No,0,Not Graduate,No,126.0,1,Rural,Y,4592.0,27.439024390243905,1,353.5,Medium Risk
Male,Yes,0,Graduate,No,261.5,1,Urban,Y,10039.0,26.048411196334296,2,776.050925925926,Medium Risk
Male,No,2,Graduate,No,107.0,1,Semiurban,Y,3617.0,29.58252695604092,3,276.64814814814815,Medium Risk
Male,Yes,0,Not Graduate,No,66.0,1,Rural,N,3453.0,19.113814074717638,2,272.47222222222223,Low Risk
Male,Yes,3,Graduate,No,157.0,1,Rural,Y,6417.0,24.46626149290946,5,462.0648148148148,Medium Risk
Female,Yes,1,Graduate,No,140.0,1,Semiurban,Y,7453.0,18.784382128002147,3,556.2685185185186,Low Risk
Female,No,0,Graduate,No,99.0,0,Semiurban,N,2138.0,46.30495790458372,1,155.25,High Risk
Female,No,1,Graduate,No,95.0,1,Semiurban,Y,3652.0,26.013143483023,2,282.34259259259255,Medium Risk
Male,Yes,1,Not Graduate,No,128.0,1,Urban,Y,4763.0,26.873819021625028,3,367.28703703703707,Medium Risk
Female,Yes,0,Not Graduate,No,102.0,1,Semiurban,Y,3680.0,27.717391304347824,2,283.0555555555556,Medium Risk
Male,Yes,0,Graduate,No,155.0,1,Rural,Y,4718.0,32.852903772785076,2,357.28703703703707,Medium Risk
Male,No,0,Not Graduate,No,80.0,1,Semiurban,N,3358.0,23.823704586063133,1,94.64814814814812,Medium Risk
Male,No,0,Graduate,No,145.0,1,Rural,Y,4309.0,33.650498955674166,1,325.5185185185185,Medium Risk
Female,No,0,Graduate,No,103.0,0,Semiurban,N,5000.0,20.6,1,392.8240740740741,High Risk
Male,Yes,0,Graduate,No,110.0,1,Rural,Y,4801.0,22.911893355550927,2,374.6203703703703,Low Risk
Male,Yes,2,Graduate,Yes,128.0,0,Rural,N,6633.0,19.29745213327303,4,523.1203703703703,High Risk
Male,Yes,1,Not Graduate,No,128.0,1,Rural,Y,4867.0,26.299568522703925,3,375.9537037037037,Medium Risk
Male,Yes,1,Graduate,No,158.0,1,Urban,Y,6583.0,24.001215251405135,3,512.0092592592594,Medium Risk
Male,Yes,0,Not Graduate,No,181.0,0,Urban,N,4787.0,37.81073741382912,2,357.01851851851853,High Risk
Male,Yes,0,Graduate,No,132.0,0,Rural,N,7859.0,16.79603002926581,2,593.8055555555555,High Risk
Male,Yes,1,Graduate,No,26.0,1,Semiurban,Y,6500.0,4.0,3,535.6481481481482,Low Risk
Female,No,0,Graduate,No,84.0,1,Urban,Y,4292.0,19.5712954333644,1,338.22222222222223,Low Risk
Male,Yes,3,Graduate,Yes,260.0,1,Semiurban,Y,10139.0,25.643554591182564,5,784.7314814814814,Medium Risk
Male,Yes,0,Graduate,No,162.0,1,Semiurban,Y,6556.0,24.71018913971934,2,508.83333333333337,Medium Risk
Female,Yes,0,Graduate,No,182.0,1,Semiurban,Y,6486.0,28.0604378661733,2,498.3703703703704,Medium Risk
Male,Yes,2,Not Graduate,No,108.0,1,Semiurban,Y,3917.0,27.572121521572633,4,301.4166666666667,Medium Risk
Female,Yes,1,Graduate,Yes,261.5,1,Semiurban,Y,12555.375,20.827733142180143,3,985.7488425925926,Low Risk
Male,Yes,0,Graduate,No,211.0,1,Rural,Y,7977.0,26.45104675943337,2,615.9074074074074,Medium Risk
Male,No,0,Not Graduate,Yes,132.0,1,Semiurban,Y,5800.0,22.758620689655174,1,452.77777777777777,Low Risk
Male,Yes,2,Graduate,No,258.0,0,Urban,N,8799.0,29.32151380838732,4,673.5277777777778,High Risk
Male,Yes,0,Not Graduate,No,120.0,1,Rural,Y,4467.0,26.86366689053056,2,344.47222222222223,Medium Risk
Male,No,0,Graduate,No,70.0,1,Urban,Y,3333.0,21.002100210021002,1,261.5462962962963,Low Risk
Male,Yes,3,Graduate,No,123.0,0,Rural,N,5900.0,20.847457627118644,5,463.19444444444446,High Risk
Female,No,0,Graduate,No,9.0,1,Urban,N,2378.0,3.7846930193439863,1,196.08333333333331,Low Risk
Male,Yes,0,Graduate,No,104.0,0,Urban,N,5230.0,19.885277246653917,2,411.75925925925924,High Risk
Male,Yes,1,Graduate,No,186.0,1,Urban,Y,5167.0,35.99767756918909,3,387.52777777777777,Medium Risk
Male,Yes,0,Graduate,No,165.0,0,Urban,N,6567.0,25.125628140703515,2,509.05555555555554,High Risk
Male,Yes,2,Graduate,No,261.5,1,Urban,Y,12555.375,20.827733142180143,4,985.7488425925926,Low Risk
Male,Yes,2,Not Graduate,No,187.0,1,Semiurban,N,7750.0,24.129032258064516,4,613.3680555555555,Medium Risk
Male,Yes,3,Graduate,No,150.0,1,Semiurban,N,6406.0,23.415547923821418,5,499.11111111111114,Low Risk
Male,Yes,2,Graduate,No,108.0,1,Urban,Y,3620.0,29.834254143646408,4,194.52380952380952,Medium Risk
Male,Yes,0,Graduate,No,136.0,0,Semiurban,N,5297.0,25.674910326599964,2,409.9351851851852,High Risk
Male,No,0,Graduate,No,110.0,1,Urban,Y,5968.0,18.431635388739945,1,471.8703703703703,Low Risk
Male,Yes,1,Graduate,No,107.0,1,Rural,Y,4014.0,26.65670154459392,3,309.73148148148147,Medium Risk
Male,No,0,Graduate,No,161.0,1,Urban,Y,6099.0,26.397770126250204,1,470.98148148148147,Medium Risk
Male,Yes,2,Graduate,No,205.0,1,Semiurban,Y,6540.0,31.345565749235472,4,497.5462962962963,Medium Risk
Male,No,0,Graduate,No,90.0,1,Urban,N,12555.375,7.168244676084944,1,1025.4479166666667,Low Risk
Female,Yes,0,Graduate,No,36.0,1,Semiurban,Y,3166.0,11.37081490840177,2,255.49999999999997,Low Risk
Male,Yes,1,Graduate,No,61.0,1,Rural,N,1880.0,32.4468085106383,3,142.54629629629628,Medium Risk
Male,Yes,1,Graduate,No,146.0,0,Rural,N,4704.0,31.037414965986397,3,358.2037037037037,High Risk
Male,Yes,1,Graduate,No,172.0,1,Rural,N,7283.0,23.61664149388988,3,436.281746031746,Low Risk
Male,Yes,0,Graduate,No,104.0,1,Urban,Y,3819.0,27.23225975386227,2,294.1759259259259,Medium Risk
Female,No,0,Not Graduate,No,70.0,1,Semiurban,Y,2165.0,32.33256351039261,1,164.21296296296296,Medium Risk
Male,No,0,Graduate,No,94.0,1,Semiurban,Y,4750.0,19.789473684210527,1,374.0740740740741,Low Risk
Male,Yes,2,Graduate,Yes,106.0,0,Semiurban,N,2726.0,38.88481291269259,4,202.62962962962962,High Risk
Male,Yes,0,Graduate,No,56.0,1,Semiurban,Y,6416.0,8.728179551122194,2,508.7407407407407,Low Risk
Male,Yes,2,Graduate,Yes,205.0,1,Semiurban,N,6000.0,34.166666666666664,4,428.81944444444446,Medium Risk
Male,No,3,Graduate,Yes,261.5,1,Semiurban,Y,9357.0,27.946991557123013,4,719.2175925925926,Medium Risk
Male,Yes,0,Graduate,No,142.0,1,Rural,Y,7159.0,19.835172510127112,2,530.8425925925926,Low Risk
Male,Yes,0,Graduate,Yes,260.0,1,Urban,Y,12555.375,20.708262397578725,2,986.0960648148148,Low Risk
Male,No,0,Not Graduate,No,110.0,1,Rural,Y,3833.0,28.698147665014346,1,293.9537037037037,Medium Risk
Male,Yes,2,Not Graduate,Yes,187.0,1,Rural,N,7383.0,25.328457266693757,4,571.9629629629629,Medium Risk
Male,No,0,Graduate,No,88.0,0,Semiurban,N,2987.0,29.460997656511548,1,228.54629629629628,High Risk
Male,Yes,0,Graduate,Yes,180.0,1,Rural,Y,9963.0,18.066847335140018,2,788.5833333333334,Low Risk
Male,Yes,2,Graduate,No,192.0,1,Urban,Y,5780.0,33.21799307958477,4,437.22222222222223,Medium Risk
Female,No,3,Graduate,No,261.5,1,Urban,N,12555.375,20.827733142180143,4,925.2164351851852,Low Risk
Male,Yes,0,Not Graduate,No,155.0,1,Rural,Y,5686.0,27.259936686598664,2,437.9537037037037,Medium Risk
Male,Yes,3,Graduate,No,128.0,1,Urban,Y,5703.0,22.444327546905136,5,445.6203703703704,Low Risk
Male,No,0,Graduate,No,172.0,1,Rural,Y,7977.0,21.561990723329572,1,624.9351851851852,Low Risk
Female,Yes,1,Graduate,No,261.5,1,Semiurban,Y,12000.0,21.791666666666668,3,939.4675925925926,Low Risk
Male,Yes,0,Not Graduate,No,128.0,1,Urban,N,6200.0,20.64516129032258,2,457.4074074074074,Low Risk
Male,Yes,1,Graduate,No,173.0,1,Semiurban,Y,5900.0,29.322033898305083,3,451.6203703703704,Medium Risk
Male,Yes,2,Not Graduate,No,157.0,1,Rural,Y,5398.0,29.084846239347907,4,413.4907407407407,Medium Risk
Male,Yes,0,Graduate,No,108.0,1,Rural,Y,5182.0,20.841373986877652,2,406.8333333333333,Low Risk
Female,No,0,Graduate,No,71.0,1,Rural,Y,2900.0,24.482758620689655,1,225.23148148148147,Medium Risk
Male,Yes,3,Graduate,No,40.0,1,Rural,Y,4106.0,9.74184120798831,5,323.64814814814815,Low Risk
Male,Yes,1,Graduate,No,253.0,1,Urban,Y,8312.0,30.43792107795958,3,634.1018518518518,Medium Risk
Male,Yes,2,Graduate,No,187.0,1,Urban,Y,7583.0,24.660424634049846,4,588.6296296296296,Medium Risk
Female,No,0,Graduate,Yes,133.0,0,Semiurban,N,4583.0,29.02029238490072,1,351.1296296296297,High Risk
